Title,Author,Affiliations,Status
Evidence for Jet/Outflow Shocks Heating the Environment Around the Class I Protostellar Source Elias 29: FAUST XXI,Claudio Codella,"INAF, Osservatorio Astrofisico di Arcetri, Largo E. Fermi 5, I-50125, Firenze, Italy; Universite Grenoble Alpes, CNRS, IPAG, 38000 Grenoble, France",Complete
Evidence for Jet/Outflow Shocks Heating the Environment Around the Class I Protostellar Source Elias 29: FAUST XXI,Nami Sakai,"RIKEN Cluster for Pioneering Research, 2-1, Hirosawa, Wako-shi, Saitama 351-0198, Japan",Complete
Evidence for Jet/Outflow Shocks Heating the Environment Around the Class I Protostellar Source Elias 29: FAUST XXI,Eleonora Bianchi,"INAF, Osservatorio Astrofisico di Arcetri, Largo E. Fermi 5, I-50125, Firenze, Italy",Complete
Evidence for Jet/Outflow Shocks Heating the Environment Around the Class I Protostellar Source Elias 29: FAUST XXI,Mathilde Bouvier,"Leiden Observatory, Leiden University, P.O. Box 9513, 2300 RA Leiden, The Netherlands",Complete
Evidence for Jet/Outflow Shocks Heating the Environment Around the Class I Protostellar Source Elias 29: FAUST XXI,Steven Charnley,Instituto de Radioastronom\'{i,Complete
Evidence for Jet/Outflow Shocks Heating the Environment Around the Class I Protostellar Source Elias 29: FAUST XXI,Nicolas Cuello,"Universite Grenoble Alpes, CNRS, IPAG, 38000 Grenoble, France",Complete
X-ray timing and spectral characteristics of compact symmetric objects,"Subhashree Swain^1,2",N/A,Incomplete
Phenomenological gravitational waveforms for core-collapse supernovae,P. Cerd\'a,"$^1$ Departamento de Astronom\'ia y Astrof\'isica, Universitat de Val\`encia, Dr. Moliner 50, 46100, Burjassot (Valencia), Spain; $^2$ Observatori Astron\`omic, Universitat de Val\`encia, Catedr\'atico Jos\'e Beltr\'an 2, 46980, Paterna, Spain; $^3$ Institute for Gravitational and Subatomic Physics (GRASP),  Department of Physics, Utrecht University,  Princetonplein 1, 3584 CC Utrecht, The Netherlands; $^{4; $^{5; $^{6",Complete
Can circumstellar interaction explain the strange light curve features of Type Ib/c supernovae?,"Andrea P. Nagy1,2",N/A,Incomplete
zELDA II: reconstruction of galactic Lyman-alpha spectra attenuated by the intergalactic medium using neural networks,"Siddhartha Gurung-López1,2",N/A,Incomplete
The JWST EXCELS survey: an extremely metal-poor galaxy at $z=8.271$ hosting an unusual population of massive stars,F. Cullen0000-0002-3736-476X,N/A,Incomplete
Comparative analysis of two episodes of strongly geoeffective CME events in November and December 2023,M. Temmer1,N/A,Incomplete
The evolution of the flux-size relationship in protoplanetary discs by viscous evolution and radial pebble drift,J. Appelgren1,N/A,Incomplete
Structural Parameters of the Thin Disk Population from Evolved Stars in Solar Neighborhood,Sedanur İyİsan,"Istanbul University, Institute of Graduate Studies in Science, Programme of Astronomy and Space Sciences, 34116, Istanbul, Turkey",Complete
Structural Parameters of the Thin Disk Population from Evolved Stars in Solar Neighborhood,Selc,"Istanbul University, Faculty of Science, Department of Astronomy and Space Sciences, 34119, Istanbul, Turkey",Complete
Structural Parameters of the Thin Disk Population from Evolved Stars in Solar Neighborhood,Özgecan Önal Taş,"Istanbul University, Faculty of Science, Department of Astronomy and Space Sciences, 34119, Istanbul, Turkey",Complete
Structural Parameters of the Thin Disk Population from Evolved Stars in Solar Neighborhood,Olcay Plevne,"Istanbul University, Faculty of Science, Department of Astronomy and Space Sciences, 34119, Istanbul, Turkey",Complete
HI Intensity Mapping with the MIGHTEE Survey: First Results of the HI Power Spectrum,Aishrila Mazumder^1,N/A,Incomplete
Neural Networks for the Analysis of Traced Particles in Kinetic Plasma Simulations,G. Torralba Paz,"Institute of Nuclear Physics Polish Academy of Sciences, PL-31342 Krakow, Poland",Complete
Neural Networks for the Analysis of Traced Particles in Kinetic Plasma Simulations,A. Bohdan,"Max-Planck-Institut für Plasmaphysik, Boltzmannstr. 2, DE-85748 Garching, Germany; Excellence Cluster ORIGINS, Boltzmannstr. 2, DE-85748 Garching, Germany",Complete
Neural Networks for the Analysis of Traced Particles in Kinetic Plasma Simulations,J. Niemiec,"Institute of Nuclear Physics Polish Academy of Sciences, PL-31342 Krakow, Poland",Complete
Explaining JWST star formation history at $z \sim 17$ by modifying $\Lambda$CDM,"O.\ Sokoliuk1,2,3",N/A,Incomplete
eRO-ExTra: eROSITA extragalactic non-AGN X-ray transients and variables in eRASS1 and eRASS2,I. Grotovainst1,N/A,Incomplete
Research on the Interstellar Medium and Star Formation in the Galaxy: An Indian Perspective,Bhaswati Mookerjea1,N/A,Incomplete
Detection of Oscillation-like Patterns in Eclipsing Binary Light Curves using Neural Network-based Object Detection Algorithms,B. Ulas,N/A,Incomplete
Tracing the Inner Edge of the Habitable Zone with Sulfur Chemistry,"Sean Jordan^1,2",N/A,Incomplete
"A comment on ""Why is the Galactic disk so cool?"", by Hamilton et al",J. A. Sellwood,"Steward Observatory, University of Arizona, 933 Cherry   Avenue, Tucson, AZ 85722, USA",Complete
"A comment on ""Why is the Galactic disk so cool?"", by Hamilton et al",James Binney,"Rudolf Peierls Centre for Theoretical Physics, Clarendon   Laboratory, Parks Road, Oxford, OX1 3PU, UK",Complete
A Planet as the Possible Cause of the HD 181327 Debris Disk Asymmetry,"Keith T. Smith,^1",N/A,Incomplete
TransientVerse: A Comprehensive Real-Time Alert and Multi-Wavelength Analysis System for Transient Astronomical Events,Jian-Hua Fang,"Research Center for Astronomical Computing, Zhejiang Laboratory, Hangzhou 311121, China",Complete
TransientVerse: A Comprehensive Real-Time Alert and Multi-Wavelength Analysis System for Transient Astronomical Events,Di Li,"Department of Astronomy, Tsinghua University, Beijing 100084, China; National Astronomical Observatories, Chinese Academy of Sciences, Beijing 100101, China; Research Center for Astronomical Computing, Zhejiang Laboratory, Hangzhou 311121, China",Complete
TransientVerse: A Comprehensive Real-Time Alert and Multi-Wavelength Analysis System for Transient Astronomical Events,Pei Wang,"National Astronomical Observatories, Chinese Academy of Sciences, Beijing 100101, China; Institute for Frontiers in Astronomy and Astrophysics, Beijing Normal University, Beijing 102206, China",Complete
TransientVerse: A Comprehensive Real-Time Alert and Multi-Wavelength Analysis System for Transient Astronomical Events,Hua-Xi Chen,"Research Center for Astronomical Computing, Zhejiang Laboratory, Hangzhou 311121, China",Complete
TransientVerse: A Comprehensive Real-Time Alert and Multi-Wavelength Analysis System for Transient Astronomical Events,Han Wang,"Research Center for Astronomical Computing, Zhejiang Laboratory, Hangzhou 311121, China",Complete
TransientVerse: A Comprehensive Real-Time Alert and Multi-Wavelength Analysis System for Transient Astronomical Events,Deng-Ke Zhou,"Research Center for Astronomical Computing, Zhejiang Laboratory, Hangzhou 311121, China",Complete
TransientVerse: A Comprehensive Real-Time Alert and Multi-Wavelength Analysis System for Transient Astronomical Events,Qin-Ping Bao,"Research Center for Astronomical Computing, Zhejiang Laboratory, Hangzhou 311121, China",Complete
TransientVerse: A Comprehensive Real-Time Alert and Multi-Wavelength Analysis System for Transient Astronomical Events,Hai-Yan Li,"Research Center for Astronomical Computing, Zhejiang Laboratory, Hangzhou 311121, China",Complete
TransientVerse: A Comprehensive Real-Time Alert and Multi-Wavelength Analysis System for Transient Astronomical Events,Jing-Jing Hu,"Research Center for Astronomical Computing, Zhejiang Laboratory, Hangzhou 311121, China",Complete
TransientVerse: A Comprehensive Real-Time Alert and Multi-Wavelength Analysis System for Transient Astronomical Events,Jin-Tao Xie,"School of Computer Science and Engineering, Sichuan University of Science and Engineering, Yibin 644000, China",Complete
TransientVerse: A Comprehensive Real-Time Alert and Multi-Wavelength Analysis System for Transient Astronomical Events,Xiao-Dong Ge,"Research Center for Astronomical Computing, Zhejiang Laboratory, Hangzhou 311121, China",Complete
TransientVerse: A Comprehensive Real-Time Alert and Multi-Wavelength Analysis System for Transient Astronomical Events,Yi Feng,"Research Center for Astronomical Computing, Zhejiang Laboratory, Hangzhou 311121, China; Institute for Astronomy, School of Physics, Zhejiang University, Hangzhou 310027, China",Complete
TransientVerse: A Comprehensive Real-Time Alert and Multi-Wavelength Analysis System for Transient Astronomical Events,Dong-Hui Quan,"Research Center for Astronomical Computing, Zhejiang Laboratory, Hangzhou 311121, China; Institute for Astronomy, School of Physics, Zhejiang University, Hangzhou 310027, China",Complete
TransientVerse: A Comprehensive Real-Time Alert and Multi-Wavelength Analysis System for Transient Astronomical Events,Zhi-Xuan Kang,"Research Center for Astronomical Computing, Zhejiang Laboratory, Hangzhou 311121, China",Complete
TransientVerse: A Comprehensive Real-Time Alert and Multi-Wavelength Analysis System for Transient Astronomical Events,Xue-Rong Guo,"Research Center for Astronomical Computing, Zhejiang Laboratory, Hangzhou 311121, China",Complete
TransientVerse: A Comprehensive Real-Time Alert and Multi-Wavelength Analysis System for Transient Astronomical Events,Chen-Wu Jin,N/A,Incomplete
"Distribution of the H\""ogbom CLEAN Algorithm Using Tiled Images with Feedback",Daniel Wright,N/A,Incomplete
"Distribution of the H\""ogbom CLEAN Algorithm Using Tiled Images with Feedback",Karel Ad\'a,N/A,Incomplete
"Distribution of the H\""ogbom CLEAN Algorithm Using Tiled Images with Feedback",Wesley Armour E-mail address: wes.armour@oerc.ox.ac.uk,"Oxford e-Research Centre, Department of Engineering Sciences, University of Oxford, 7 Keble road, OX1 3QG, Oxford, United Kingdom",Complete
CIBER 4th flight fluctuation analysis: Measurements of near-IR auto- and cross-power spectra on arcminute to sub-degree scales,Richard M. Feder,"California Institute of Technology, 1200 E California Blvd, 91125, USA; Berkeley Center for Cosmological Physics, University of California, Berkeley, CA 94720, USA; Lawrence Berkeley National Laboratory, Berkeley, California 94720, USA",Complete
CIBER 4th flight fluctuation analysis: Measurements of near-IR auto- and cross-power spectra on arcminute to sub-degree scales,James J. Bock,"California Institute of Technology, 1200 E California Blvd, 91125, USA",Complete
CIBER 4th flight fluctuation analysis: Measurements of near-IR auto- and cross-power spectra on arcminute to sub-degree scales,Yun-Ting Cheng,"California Institute of Technology, 1200 E California Blvd, 91125, USA",Complete
CIBER 4th flight fluctuation analysis: Measurements of near-IR auto- and cross-power spectra on arcminute to sub-degree scales,Asantha Cooray,"Department of Physics \& Astronomy, University of California Irvine, Irvine CA 92697, USA",Complete
CIBER 4th flight fluctuation analysis: Measurements of near-IR auto- and cross-power spectra on arcminute to sub-degree scales,Phillip M. Korngut,"California Institute of Technology, 1200 E California Blvd, 91125, USA",Complete
CIBER 4th flight fluctuation analysis: Measurements of near-IR auto- and cross-power spectra on arcminute to sub-degree scales,Shuji Matsuura,"School of Science and Technology, Kwansei Gakuin University, Sanda, Hyogo 669-1337, Japan",Complete
CIBER 4th flight fluctuation analysis: Measurements of near-IR auto- and cross-power spectra on arcminute to sub-degree scales,Jordan Mirocha,"Jet Propulsion Laboratory, California Institute of Technology, 4800 Oak Grove Drive, Pasadena, CA 91109, USA; California Institute of Technology, 1200 E California Blvd, 91125, USA",Complete
CIBER 4th flight fluctuation analysis: Measurements of near-IR auto- and cross-power spectra on arcminute to sub-degree scales,Chi H. Nguyen,"California Institute of Technology, 1200 E California Blvd, 91125, USA",Complete
CIBER 4th flight fluctuation analysis: Measurements of near-IR auto- and cross-power spectra on arcminute to sub-degree scales,Kohji Takimoto,"Department of Solar System Sciences, Institute of Space and Astronautical Science, Japan Aerospace Exploration Agency, 3-1-1 Yoshinodai, Chuo-ku, Sagamihara, Kanagawa 252-5210, Japan",Complete
CIBER 4th flight fluctuation analysis: Measurements of near-IR auto- and cross-power spectra on arcminute to sub-degree scales,Kohji Tsumura,"Department of Natural Sciences, Faculty of Science and Engineering, Tokyo City University, 158-8557 Tokyo, Japan",Complete
CIBER 4th flight fluctuation analysis: Measurements of near-IR auto- and cross-power spectra on arcminute to sub-degree scales,Ryan Wills,"Center for Detectors, School of Physics and Astronomy, Rochester Institute of Technology, 1 Lomb Memorial Drive, Rochester, New York 14623, USA",Complete
CIBER 4th flight fluctuation analysis: Measurements of near-IR auto- and cross-power spectra on arcminute to sub-degree scales,Michael Zemcov,"Center for Detectors, School of Physics and Astronomy, Rochester Institute of Technology, 1 Lomb Memorial Drive, Rochester, New York 14623, USA; Jet Propulsion Laboratory, California Institute of Technology, 4800 Oak Grove Drive, Pasadena, CA 91109, USA",Complete
CIBER 4th flight fluctuation analysis: Measurements of near-IR auto- and cross-power spectra on arcminute to sub-degree scales,CIBER collaboration,N/A,Incomplete
Systematic Search for Long-Term Trends in Fermi-LAT Jetted Active Galactic Nuclei,P. Pe\ nil0000-0003-3741-9764,"Department of Physics and Astronomy, Clemson University,	Kinard Lab of Physics, Clemson, SC 29634-0978, USA",Complete
Systematic Search for Long-Term Trends in Fermi-LAT Jetted Active Galactic Nuclei,A. Dom\'inguez0000-0002-3433-4610,"IPARCOS and Department of EMFTEL, Universidad Complutense de Madrid, E-28040 Madrid, Spain",Complete
Systematic Search for Long-Term Trends in Fermi-LAT Jetted Active Galactic Nuclei,S. Buson0000-0002-3308-324X,"Julius-Maximilians-Universit\""at, 97070, W\""urzburg, Germany",Complete
Systematic Search for Long-Term Trends in Fermi-LAT Jetted Active Galactic Nuclei,M. Ajello0000-0002-6584-1703,"Department of Physics and Astronomy, Clemson University,	Kinard Lab of Physics, Clemson, SC 29634-0978, USA",Complete
Systematic Search for Long-Term Trends in Fermi-LAT Jetted Active Galactic Nuclei,S. Adhikari0009-0006-1029-1026,"Department of Physics and Astronomy, Clemson University,	Kinard Lab of Physics, Clemson, SC 29634-0978, USA",Complete
Systematic Search for Long-Term Trends in Fermi-LAT Jetted Active Galactic Nuclei,A. Rico0000-0001-5233-7180,"Department of Physics and Astronomy, Clemson University,	Kinard Lab of Physics, Clemson, SC 29634-0978, USA",Complete
Ultraviolet spectroscopy of the black hole X-ray binary MAXI J1820+070 across a state transition,"M. Georganti,^1",N/A,Incomplete
