title,abs_journal,status
Unveiling the Power of Uncertainty: A Journey into Bayesian Neural Networks for Stellar dating,Astronomy and Computing,success
Hunting for High-Mass X-ray Binaries in the Galactic Center with NuSTAR,The Astrophysical Journal,success
The Impact of the Hubble Tension on the Evidence for Dynamical Dark Energy,"Science China Physics, Mechanics, and Astronomy",success
Interacting dark sectors in light of DESI DR2,Monthly Notices of the Royal Astronomical Society,success
The Potential of the SPHEREx Mission for Characterizing PAH 3.3 μm Emission in Nearby Galaxies,The Astrophysical Journal,success
Wave Interference in Self-Interacting Fuzzy Dark Matter,Physical Review D,success
A follow-up strategy enabling discovery of electromagnetic counterparts to highly-magnified gravitationally-lensed gravitational waves,Philosophical Transactions of the Royal Society of London Series A,success
Galaxy Morphologies at Cosmic Noon with JWST : A Foundation for Exploring Gas Transport with Bars and Spiral Arms,Astronomy and Astrophysics,success
Local Primordial non-Gaussian Bias from Time Evolution,Physical Review D,success
Near field imaging of local interference in radio interferometric data: Impact on the redshifted 21-cm power spectrum,Astronomy and Astrophysics,success
Ram-pressure stripping caught in action in a forming galaxy cluster 3 billion years after the Big Bang,arXiv e-prints,success
dolphin: A fully automated forward modeling pipeline powered by artificial intelligence for galaxy-scale strong lenses,The Astrophysical Journal,success
Hint of $r\simeq 0.01$ after DESI DR2 ?,arXiv e-prints,success
Populations of evolved massive binary stars in the Small Magellanic Cloud II: Predictions from rapid binary evolution,Astronomy and Astrophysics,success
Evaluating small vision-language models as AI assistants for radio astronomical source analysis tasks,Publications of the Astronomical Society of Australia,success
Multispacecraft Observations of the 2024 September 9 Backside Solar Eruption that Resulted in a Sustained Gamma Ray Emission Event,Solar Physics,success
Angle-dependent in-situ fast flavor transformations in post-neutron star merger disks,The Astrophysical Journal,success
Formation of the Little Red Dots from the Core-collapse of Self-interacting Dark Matter Halos,arXiv e-prints,success
"SPHERE/ZIMPOL insights into discs around evolved stars: arcs, asymmetries and porous dust aggregates",Publications of the Astronomical Society of Australia,success
TOPz: photometric redshifts using template fitting applied to GAMA survey,Astronomy and Astrophysics,success
Early time solution as an alternative to the late time evolving dark energy with DESI DR2 BAO,Physical Review D,success
ALMA Band 3 Selection of Ultra-high Redshift Dropouts: The final challenge to ΛCDM,arXiv e-prints,success
A direct detection method of galaxy intrinsic ellipticity-gravitational shear correlation in non-linear regimes using self-calibration,Journal of Cosmology and Astroparticle Physics,success
A Swift analysis of the Eras tour set list and implications for astrophysics research (Taylor's version),arXiv e-prints,success
The very high X-ray polarisation of accreting black hole IGRJ17091-3624 in the hard state,Monthly Notices of the Royal Astronomical Society,success
Sub-parsec precision measurement of pulsar distances with nanohertz gravitational waves,Physical Review D,success
Dual Directional Expansion of Classical Cepheids in the Small Magellanic Cloud Revealed by Gaia DR3,The Astrophysical Journal,success
Probing plasma scattering screens towards the quasar 2005+403 with long-term RATAN-600 observations,Monthly Notices of the Royal Astronomical Society,success
On the structure of open clusters: geometric vs geomantic,arXiv e-prints,success
Evidence of Phase Transition from Binary Neutron Star Merger,arXiv e-prints,success
Stellar Populations and Molecular Gas Composition in the Low-Metallicity Environment of WLM,The Astronomical Journal,success
Test and Calibration of the Solar Ultraviolet Imaging Telescope (SUIT) on board Aditya-L1,Solar Physics,success
New Constraints on Interacting Dark Energy from DESI DR2 BAO Observations,Physical Review D,success
Quantum signatures and decoherence during inflation from deep subhorizon perturbations,arXiv e-prints,success
pastamarkers 2: pasta sauce colormaps for your flavorful results,arXiv e-prints,success
Direct Collapse Supermassive Black Holes from Ultralight Dark Matter,Physical Review D,success
Gamma Ray Bursts from Magnetic Reconnection in Cosmic Strings Wakes,arXiv e-prints,success
The physical association of planetary nebula NGC 2818 with open cluster NGC 2818A,Astronomy and Astrophysics,success
Turbulent dynamos in a collapsing cloud,arXiv e-prints,success
Bound Dark Energy: a particle's origin of dark energy,arXiv e-prints,success
The cross-correlation between soft X-rays and galaxies A new benchmark for galaxy evolution models,Astronomy and Astrophysics,success
Extended Emission Line Region in a Post-Starburst Galaxy Hosting TDE AT2019qiz and QPE,The Astrophysical Journal,success
ALeRCE light curve classifier: Tidal disruption event expansion pack,Astronomy and Astrophysics,success
Chronology of our Galaxy from Gaia colour-magnitude diagram fitting (ChronoGal) II. Unveiling the formation and evolution of the kinematically selected Thick and Thin Discs,arXiv e-prints,success
Conditional Autoencoder for Generating BNS Waveforms with Tidal and Precession Effects,Physical Review D,success
The Age of the Universe with Globular Clusters III: Gaia distances and hierarchical modeling,Journal of Cosmology and Astroparticle Physics,success
MEGA Mass Assembly with JWST: The MIRI EGS Galaxy and AGN Survey,The Astronomical Journal,success
How do recollimation-induced instabilities shape the propagation of hydrodynamic relativistic jets?,arXiv e-prints,success
Environmental Effects on Hubble Constant Measurements from Gravitational Wave Observations: A Case Study of the GW190514-GW190521 Hierarchical Triple Merger inside AGN J124942.3+344929,The Astrophysical Journal,success
Generalized Nonextensive Entropy Holographic Dark Energy Models Verified by Cosmological Data,European Physical Journal C,success
Asymptotic states of fast neutrino-flavor conversions in the three-flavor framework,Physical Review D,success
Self-Organized Criticality Across Thirteen Orders of Magnitude in the Solar-Stellar Connection,The Astrophysical Journal,success
Systematic bias in dark siren statistical methods and its impact on Hubble constant measurement,Physical Review D,success
Detection method for periodic radio emissions from an exoplanet's magnetosphere or a star-planet interaction,arXiv e-prints,success
A Multi-viewpoint CME Catalog Based on SoloHI Observed Events,Solar Physics,success
Non-minimally coupled gravity constraints from DESI DR2 data,arXiv e-prints,success
Postmerger: a new and dominant contribution to the gravitational-wave background from binary neutron stars,arXiv e-prints,success
Imprints of Stellar Feedback on Magnetic Fields in the Iris Nebula NGC 7023,The Astrophysical Journal,success
ALMA 2D Super-resolution Imaging Survey of Ophiuchus Class I/Flat Spectrum/II Disks -- I: Discovery of New Disk Substructures,Publications of the Astronomical Society of Japan,success
Estimating non-gaussian bias using counts of tracers,arXiv e-prints,success
Galaxy and Halo Root Systems: Fingerprints of Mass Assembly,arXiv e-prints,success
Does Memory Burden Open a New Mass Window for Primordial Black Holes as Dark Matter?,arXiv e-prints,success
Principal Components for Model-Agnostic Modified Gravity with 3x2pt,Physical Review D,success
Orbital Modulation of Gamma-Rays Beyond 100 TeV from LS 5039,The Astrophysical Journal,success
Void and Density Walls Inhomogeneous Cosmic Web And Dark Energy,arXiv e-prints,success
Eclipse Mapping with MIRI: 2D Map of HD 189733b from $8μm$ JWST MIRI LRS Observations,The Astrophysical Journal,success
Tomography of the z ~ 2 Circumgalactic Medium using KBSS Galaxy Pairs,The Astrophysical Journal,success
Lossy Compression of Scientific Data: Applications Constrains and Requirements,arXiv e-prints,success
"Comparison of magnetic diffusion and reconnection in ideal and resistive relativistic magnetohydrodynamics, ideal magnetodynamics and resistive force-free electrodynamics",Physical Review D,success
Predictions for new physics in the CMB damping tail,Physical Review D,success
Gravitational Lensing in gamma-ray bursts,Philosophical Transactions of the Royal Society of London Series A,success
Multi-messenger Gravitational Lensing,Philosophical Transactions of the Royal Society of London Series A,success
Kozai Lidov Cycles = Simple Pendulum,Monthly Notices of the Royal Astronomical Society,success
Spotting Stasis in Cosmological Perturbations,arXiv e-prints,success
Exozodiacal dust as a limitation to exoplanet imaging and spectroscopy,arXiv e-prints,success
Common envelopes in massive stars III: The obstructive role of radiation transport in envelope ejection,Astronomy and Astrophysics,success
"Testing small-scale modifications in the primordial power spectrum with Subaru HSC cosmic shear, primary CMB and CMB lensing",Physical Review D,success
"Study of Multi-Wavelength Variability, Emission Mechanism and Quasi-Periodic Oscillation for Transition Blazar S5 1803+784",Journal of High Energy Astrophysics,success
A consistent radio to sub-mm pc-scale study of the nucleus of NGC 1068,Monthly Notices of the Royal Astronomical Society,success
Investigating cross-correlations between cosmic microwave background lensing and 21 cm intensity mapping,The Astrophysical Journal Supplement Series,success
TOI-2005b: An Eccentric Warm Jupiter in Spin-Orbit Alignment,The Astronomical Journal,success
GX 340+0: In and Out of Focus,The Astrophysical Journal,success
SN 2024abfo: a partially stripped SN II from a white supergiant,Astronomy and Astrophysics,success
Too fast to be single: Tidal evolution and photometric identification of stellar and planetary companions,The Open Journal of Astrophysics,success
Disentangling the galactic and intergalactic components in 313 observed Lyman-alpha line profiles between redshift 0 and 5,arXiv e-prints,success
Late-Time Evolution of Magnetized Disks in Tidal Disruption Events,The Astrophysical Journal,success
The optical and infrared are connected,arXiv e-prints,success
Predicting Cislunar Orbit Lifetimes from Initial Orbital Elements,arXiv e-prints,success
HST Transmission Spectra of the Hot-Neptune HD 219666 b: Detection of Water and the Challenge of Constraining Both Water and Methane with HST,The Astronomical Journal,success
Effect of spin on the dynamics of multi-component trans-relativistic accretion flows around Kerr black holes,arXiv e-prints,success
Baseline filtering and peak reconstruction for haloscope-like axion searches,Journal of High Energy Physics,success
A Detection of Circumgalactic Dust at Megaparsec Scales with Maximum Likelihood Estimation,arXiv e-prints,success
Circumgalactic Enrichment by a Multi-Galaxy Merger at Redshift 6.7,Nature Astronomy,success
A model of X-ray and EUV emission from magnetically heated atmospheres in classical T Tauri stars: a case study of TW Hya,Astronomy and Astrophysics,success
