s2_id,S2_Title,S2_Citations,S2_NonSelfCitations
ARXIV:2509.13513,Astrometric Methods for Detecting Exomoons Orbiting Imaged Exoplanets: Prospects for Detecting Moons Orbiting a Giant Planet in α Centauri A’s Habitable Zone,1,1
ARXIV:2509.13461,First High-Resolution Observations of Chromospheric Swirls with the Dunn Solar Telescope,0,0
ARXIV:2509.13449,Effect of temperature on the structure of porous dust aggregates formed by coagulation,0,0
ARXIV:2509.13435,Field-level inference in cosmology,1,1
ARXIV:2509.13422,Discovery of an icy and nitrogen-rich extrasolar planetesimal,0,0
ARXIV:2509.13419,Origin of Pulsed Radio Emission from Magnetars,0,0
ARXIV:2509.13418,Modeling Cosmological Evolution of Jetted Seyfert Galaxies for z ≲ 10,0,0
ARXIV:2509.13416,SOFIA Polarization Spectrum of Three Star-forming Clouds,0,0
ARXIV:2509.13415,Planet Earth in reflected and polarized light. III. Modeling and analysis of a decade-long catalog of Earthshine observations,0,0
ARXIV:2509.13413,Gaia Barium Dwarfs and Their Ostensibly Ordinary Counterparts,0,0
ARXIV:2509.13412,Red giant asteroseismic binaries in the Kepler field. Identifying gravitationally bound systems,0,0
ARXIV:2509.13411,"The Broadband View of the Bare Seyfert PG 1426+015: Relativistic Reflection, the Soft Excess and the Importance of Oxygen",0,0
ARXIV:2509.13409,Primordial black holes in Randall-Sundrum: Cosmological signatures,1,1
ARXIV:2509.13408,Chemical decoding of kinematic substructures in the Galactic halo,0,0
ARXIV:2509.13498,Using Neural Emulators and Hamiltonian Monte Carlo to constrain the Epoch of Reionization's History with the Ly$\alpha$ Forest Power Spectrum,1,1
ARXIV:2509.12114,Spectral energy distribution analysis of the supersoft X-ray source CAL 87: Multiwavelength constraints,0,0
ARXIV:2509.12910,Investigating the capability of the Cherenkov Telescope Array Observatory to detect gamma-ray emission from simulated stationary neutrino sources identified by KM3NeT,0,0
ARXIV:2509.12854,The AdvCam: Designing the future cameras for the Large-Sized Telescope of the Cherenkov Telescope Array Observatory,0,0
ARXIV:2509.12335,Phantom Crossing with Quintom Models,3,3
ARXIV:2509.12334,No Giant Planets in the Eta Cassiopeiae System: Dynamical Implications of a Wide Binary Companion,0,0
ARXIV:2509.12331,Lowering the Horizon on Dark Energy: A Late-Time Response to Early Solutions for the Hubble Tension,1,1
ARXIV:2509.12328,Do Outer Giants Inflate Neptune-sized Planets? An Architecture-Dependent Mass–Radius Relation,0,0
ARXIV:2509.12327,Exploring the spatially-resolved capabilities of the J-PAS survey with Py2DJPAS,0,0
ARXIV:2509.12325,Constraints on the early growth of massive black holes from PTA and JWST with L-GalaxiesBH,1,1
ARXIV:2509.12324,VADER: A Variational Autoencoder to Infer Planetary Masses and Gas-Dust Disk Properties Around Young Stars,0,0
ARXIV:2509.12319,Cosmology with supernova Encore in the strong lensing cluster MACS J0138-2155: Lens model comparison and H0 measurement,0,0
ARXIV:2509.12318,Star-Black Hole Interactions in Young Star Clusters,0,0
ARXIV:2509.12316,"Building up JWST-SUSPENSE: inside-out quenching at cosmic noon from age, Fe-, and Mg-abundance gradients",0,0
ARXIV:2509.12315,WIYN Open Cluster Study. XCVII. An Extended Radial-Velocity Survey and Spectroscopic Binary Orbits in the Open Cluster NGC 188,0,0
ARXIV:2509.12313,DELVE Milky Way Satellite Census I: Satellite Population and Survey Selection Function,0,0
ARXIV:2509.12312,Origin of the double-peaked narrow emission-lines in the optical spectra of X-shaped Radio Galaxies,0,0
ARXIV:2509.12336,Brown Dwarf Formation through Gravitational Collapse: Insights from 3D Numerical Simulations,0,0
ARXIV:2509.12310,Zeeman Doppler Imaging of τ Ceti: The Weakest Magnetic Field Detected in a Sun-like Star,0,0
ARXIV:2509.12306,Off-centre black hole seed formation: Implications for high- and low-redshift massive black holes,0,0
ARXIV:2509.12301,Cosmology with supernova Encore in the strong lensing cluster MACS J0138-2155: Time delays&Hubble constant measurement,0,0
ARXIV:2509.12298,SIMBA: A Python-based single-point astrochemical solver and analysis tool,0,0
ARXIV:2509.12246,Systematic Effects of Chaotic Magnetic Fields on Neutron Star Tidal Deformability: Implications for Gravitational Wave Constraints on Dense Matter,0,0
ARXIV:2509.12199,Deriving accurate galaxy cluster masses using X-ray thermodynamic profiles and graph neural networks,0,0
ARXIV:2509.12177,"A New Population of Point-like, Narrow-line Objects Revealed by the James Webb Space Telescope",0,0
ARXIV:2509.12157,Chandra Large Project Observations of the Supernova Remnant N132D: Measuring the Expansion of the Forward Shock,0,0
ARXIV:2509.12156,Negative gas-phase metallicity gradients in the narrow-line region and galactic disc of local galaxies hosting active galactic nuclei,0,0
ARXIV:2509.12150,Combining PIC and MHD to model particle acceleration in astrophysical shocks,0,0
ARXIV:2509.12139,Hydrodynamical models of the β Lyr A circumstellar disc,0,0
ARXIV:2509.12128,Pressure Regulated Formation of Molecular Clouds and Stars: The case of the Milky Way,0,0
ARXIV:2509.12121,A Short Introduction to Cosmology and its Current Status,0,0
ARXIV:2509.12120,Evidence of a gap in the envelope mass fraction of sub-Saturns,0,0
ARXIV:2509.12308,Death by Impact: Evidence for Merger-Driven Quenching in a Collisional Ring Galaxy at Cosmic Noon,0,0
ARXIV:2509.12898,Asymmetric radiation in binary systems: Implications for disk evolution and chemistry,0,0
ARXIV:2509.12343,SN 2024aecx: a fast-evolving Type IIb supernova with a prominent shock-cooling peak,0,0
ARXIV:2509.12352,Predicting stellar collision outcomes of main sequence stars,0,0
ARXIV:2509.12828,Eleven Local Volume Dwarf Galaxies in the FASHI Survey,0,0
ARXIV:2509.12808,Two unseen massive white dwarf candidates in close binaries,0,0
ARXIV:2509.12806,An nl-model with a full radiative transfer treatment for level populations of hydrogen atoms in a spherically symmetric H II region,0,0
ARXIV:2509.12804,Deimos photometric properties: Analysis of 20 years of observations (2004-2024) by the Mars Express HRSC camera,0,0
ARXIV:2509.12781,"Deciphering Profile Stability in Millisecond Pulsars: Timescales, Frequency Evolution, and Implications on Emission Mechanisms",0,0
ARXIV:2509.12775,Modal Identification of Mirror Vibrations at the VLT using Accelerometer Data,0,0
ARXIV:2509.12767,Simulation of wavefront-based disturbance observers for large telescopes,1,1
ARXIV:2509.12762,Apsidal motion and proximity effects in the massive binary BD+60 497,0,0
ARXIV:2509.12751,Superresolution of unequal-brightness thermal sources for stellar interferometry,0,0
ARXIV:2509.12737,TSD: An inverse problem approach for recovering the exoplanetary atmosphere transmission spectrum from high-resolution spectroscopy,0,0
ARXIV:2509.12725,Wind Accretion in Massive Binaries Experiencing High Mass Loss Rates. I. Dependency on Mass Ratio and Orbital Period,0,0
ARXIV:2509.12719,"A comprehensive study of comet 67P/Churyumov-Gerasimenko in the 2021/2022 apparition. I. Photometry, spectroscopy, morphology",0,0
ARXIV:2509.12713,Multiple Giant Impacts and Chemical Equilibria: An Integrated Approach to Rocky Planet Formation,0,0
ARXIV:2509.12351,Space Mission Options for Reconnaissance and Mitigation of Asteroid 2024 YR4,0,0
ARXIV:2509.12675,Cislunar Resonant Transport and Heteroclinic Pathways: From 3:1 to 2:1 to L1,0,0
ARXIV:2509.12628,Extreme High-Energy Neutrinos: IceCube vs. KM3NeT,1,1
ARXIV:2509.12624,Revisiting thermodynamics at the outskirts of the Perseus cluster with Suzaku: importance of modeling the Hot Galactic gas,0,0
ARXIV:2509.12622,Large-field CO(1-0) observations toward the Galactic historical supernova remnants: shocked molecular clouds toward the Crab Nebula,0,0
ARXIV:2509.12609,TESS Light Curve Analysis: A Case Study of Stellar Rotation in TIC 445493624,0,0
ARXIV:2509.12551,Who Uses Whose Telescopes? Analyzing the Knowledge Geography and Research Dominance of Global Astronomical Facilities,0,0
ARXIV:2509.12513,TESS Subgiant and Lower-red-giant Asteroseismology in the Continuous Viewing Zones,0,0
ARXIV:2509.12505,The Photospheric Emission of a Short-duration Gamma-Ray Burst Emerging from a Realistic Binary Neutron Star Merger,0,0
ARXIV:2509.12488,A high fraction of close massive binary stars at low metallicity,1,1
ARXIV:2509.12479,BOWIE-ALIGN: Weak spectral features in KELT-7b’s JWST NIRSpec/G395H transmission spectrum imply a high cloud deck or a low-metallicity atmosphere,1,1
ARXIV:2509.12470,When IIb Ceases To Be: Bridging the Gap Between IIb and Short-plateau Supernovae,2,2
ARXIV:2509.12422,Search for Quintessence-Like Pseudoscalar Dark Energy Effects on $^{56}\text{Fe}$ Nuclear Transition Energies in Supernova 1991T,0,0
ARXIV:2509.12411,Predicting Stellar Parameters of Massive Stars from Light Curves with Machine Learning,0,0
ARXIV:2509.12362,Catastrophic disruption of asteroid 2023 CX1 and implications for planetary defence,2,2
ARXIV:2509.12671,Identifying Fixed Points in the Three-Body Problem Using a High-Order Transfer Map,0,0
ARXIV:2509.10017,Rotating twisted magnetosphere of magnetars: approximate analytical solutions,0,0
ARXIV:2509.13009,Binary imposters: Mergers in massive hierarchical triple stars,0,0
ARXIV:2509.09996,A star-by-star correspondence between X-ray activity and rotation in the young open cluster NGC 2516 with eROSITA,0,0
ARXIV:2509.07981,Advanced Weights for IXPE Polarization Analysis,0,0
ARXIV:2509.07974,Towards an application of fourth-order shear statistics II: Efficient estimation of fourth-order shear correlation functions and an application to the DES Y3 data,0,0
ARXIV:2509.07973,Towards an application of fourth-order shear statistics I. The information content of $\langle M_\mathrm{ap}^4 \rangle $,0,0
ARXIV:2509.07967,Early warning for lensed gravitational wave counterparts from time delays of their host galaxies observed in the optical,0,0
ARXIV:2509.07964,Dark Energy Survey Year 6 Results: Redshift Calibration of the MagLim++ Lens Sample,0,0
ARXIV:2509.07960,The evolution of the galaxy stellar mass function and star formation rates in the COLIBRE simulations from redshift 17 to 0,0,0
ARXIV:2509.07943,Dark Energy Survey Year 6 Results: improved mitigation of spatially varying observational systematics with masking,0,0
ARXIV:2509.07938,The JADE code. II. Modeling the coupled orbital and atmospheric evolution of GJ 436 b to constrain its migration and companion,0,0
ARXIV:2509.07930,Particle dynamics in TOI-178 planetary system,1,1
ARXIV:2509.07913,Disclosing Submillimeter Galaxy Formation: Mergers or Secular Evolution?,0,0
ARXIV:2509.07878,Scaling Relations of the Dusty Torus with Luminosity and the Broad-line Region,0,0
ARXIV:2509.07866,The Role of Magnetospheric Rebound in Breaking Resonant Chains of Super-Earths and Mini-Neptunes,0,0
ARXIV:2509.07848,Probing the Cosmic Distance Duality Relation via Non-Parametric Reconstruction for High Redshifts,1,1
ARXIV:2509.08035,Bright [CII]158$\mu$m Streamers as a Beacon for Giant Galaxy Formation in SPT2349$-$56 at $z=4.3$,0,0
ARXIV:2509.07811,Suppression of the induced gravitational wave background due to third-order perturbations,0,0
ARXIV:2509.07808,A Dense Dark Matter Core of the Subhalo in the Strong Lensing System JVAS B1938+666,1,1
ARXIV:2509.07796,Co-existence of longitudinal and transverse oscillations in polar plumes observed with Solar Orbiter/EUI,0,0
ARXIV:2509.07777,A comprehensive separation of dark matter and baryonic mass components in galaxy clusters II: an overview of the mass distribution in Abell S1063,1,1
ARXIV:2509.07771,The Physics of Cometary Anti-tails as Observed in 3I/ATLAS,2,2
ARXIV:2509.07767,Illuminating Dark Matter Admixed in Neutron Stars with Simultaneous Mass-Radius Constraints,2,2
ARXIV:2509.07762,A comprehensive separation of dark matter and baryonic mass components in galaxy clusters I: Mass constraints from Abell S1063,1,1
ARXIV:2509.07744,"Unveiling Galactic Substructures with M Giant Stars: A Kinematic and Chemical Study Based on LAMOST DR9, Gaia DR3 and APOGEE DR17",0,0
ARXIV:2509.07734,Intrinsic alignments of galaxies in multiple projections,0,0
ARXIV:2509.07717,"SN 2022xlp: The second-known well-observed, intermediate-luminosity Iax supernova",0,0
ARXIV:2509.07710,A survey for variable young stars with small telescopes: X -- Comparing stochastic YSO light curve,0,0
ARXIV:2509.07708,Testing the Role of Merging Binaries in the Formation of the Split Main Sequence in Young Clusters,0,0
ARXIV:2509.07695,Beyond No No Tension: JWST z > 10 Galaxies Push Simulations to the Limit,0,0
ARXIV:2509.07678,3I/ATLAS: In Search of the Witnesses to Its Voyage,0,0
ARXIV:2509.07810,The heart of NGC 5253 as seen with MUSE-NFM: nitrogen enrichment through stellar chemical feedback at parsec scales,0,0
ARXIV:2509.07670,A Comprehensive All-sky Catalog of 3345 Molecular Clouds from Three-dimensional Dust Extinction,1,1
ARXIV:2509.08040,COSMOS-Web galaxy groups: Evolution of red sequence and quiescent galaxy fraction,0,0
ARXIV:2509.08044,spherical: A Comprehensive Database and Automated Pipeline for VLT/SPHERE High-Contrast Imaging,0,0
ARXIV:2509.08414,The Critical 9365 {\AA} Diffuse Interstellar Band and C$_{60}^{+}$ Association,0,0
ARXIV:2509.08393,Protoplanetary disks around magnetised young stars with large-scale magnetic fields. I. Steady-state solutions,0,0
ARXIV:2509.08371,The GECKOS survey: Jeans anisotropic models of edge-on discs uncover the impact of dust and kinematic structures,0,0
ARXIV:2509.08365,Matter power spectrum reconstruction with KiDS-Legacy: Improved internal ΛCDM consistency and preference for strong baryonic feedback,2,2
ARXIV:2509.08361,The Murchison Widefield Array Enters Adolescence: A Personal Review of the Early Years of Operations,1,1
ARXIV:2509.08349,"Volcanic Satellites Tidally Venting Na, K, SO2 in Optical & Infrared Light",0,0
ARXIV:2509.08313,Ground-based Mid-IR Direct Imaging: The Origin of the Thermal Background on the Keck II Telescope and Correcting Instrumental Systematics,0,0
ARXIV:2509.08298,The Hierarchical Merger Scenario for GW231123,2,2
ARXIV:2509.08227,A New Framework for Understanding Systematic Errors in Cluster Lens Modeling. IV. Constraints from the Giant Arc in Abell 370,0,0
ARXIV:2509.08224,Unsupervised machine learning classification of gamma-ray bursts based on the rest-frame prompt emission parameters,0,0
ARXIV:2509.08220,Multiverse Predictions for Habitability: Fundamental Physics and Galactic Habitability,0,0
ARXIV:2509.08189,A Neural-network Model for Quickly Solving Multiple-band Light Curves of Contact Binaries,1,1
ARXIV:2509.08185,Candidate gravitationally lensed submillimeter galaxies in Herschel-ATLAS associated with WISE elliptical counterparts,0,0
ARXIV:2509.08041,Uncertainties in the supermassive black hole abundance and implications for the GW background,0,0
ARXIV:2509.08172,Short GRB 090510: A magnetized neutron star binary merger leading to a black hole,1,1
ARXIV:2509.08119,X-ray Transmission Through Photoionized Gas with Moderate Thomson Optical Depth,1,1
ARXIV:2509.08118,Analysis of mass-transferring binary candidates in the Milky Way,0,0
ARXIV:2509.08076,High-pass Filtering and Gaussian Process Regularization: Stellar Activity Characterization Techniques Applied to the 55 Cancri Planetary System,0,0
ARXIV:2509.08066,The limits of cosmology,0,0
ARXIV:2509.08064,Via Machinae 3.0: A search for stellar streams in Gaia with the CATHODE algorithm,1,1
ARXIV:2509.08062,Discovery of a $z \sim 0.8$ Ultra Steep Spectrum Radio Halo in the MeerKAT-South Pole Telescope Survey,0,0
ARXIV:2509.08061,Acceleration of Heavy Ions at Nonrelativistic Collisionless Shocks,1,1
ARXIV:2509.08057,Fiducial-Cosmology-dependent systematics for the DESI 2024 Full-Shape Analysis,0,0
ARXIV:2509.08056,Detecting local and integrated relativistic effects by multi-tracing a single galaxy population in harmonic space,0,0
