title,authors,affiliations
Unveiling Physical Conditions and Star Formation Processes in the G47 Filamentary Cloud,"['O.~R. Jadhav', 'L.~K. Dewangan', 'A. Haj Ismail', 'N.~K.~Bhadari', 'A.~K. Maity', 'Ram Kesh Yadav', 'Moustafa Salouci', 'Patricio Sanhueza', 'Saurabh Sharma']","[['Astronomy \\& Astrophysics Division, Physical Research Laboratory, Navrangpura, Ahmedabad 380009, India', 'Indian Institute of Technology Gandhinagar Palaj, Gandhinagar 382355, India'], ['Astronomy \\& Astrophysics Division, Physical Research Laboratory, Navrangpura, Ahmedabad 380009, India'], ['College of Humanities and Sciences, Ajman University, 346 Ajman, United Arab Emirates'], ['Astronomy \\& Astrophysics Division, Physical Research Laboratory, Navrangpura, Ahmedabad 380009, India'], ['Astronomy \\& Astrophysics Division, Physical Research Laboratory, Navrangpura, Ahmedabad 380009, India', 'Indian Institute of Technology Gandhinagar Palaj, Gandhinagar 382355, India'], ['National Astronomical Research Institute of Thailand (Public Organization), 260 Moo 4, T. Donkaew, A. Maerim, Chiangmai 50180, Thailand'], ['Strategic Planning and Institutional Identity Administration, King Faisal University, Al-Ahsaa 31982, Saudi Arabia'], ['Department of Astronomy, School of Science, The University of Tokyo, 7-3-1 Hongo, Bunkyo, Tokyo 113-0033, Japan', 'National Astronomical Observatory of Japan, National Institutes of Natural Sciences, 2-21-1 Osawa, Mitaka, Tokyo 181-8588, Japan.'], ['Aryabhatta Research Institute of Observational Sciences, Manora Peak, Nainital 263002, India']]"
The making of robust and highly performing imaging spectropolarimeters for large solar telescopes,"['G.B. Scharmer\\inst{1} \\and J. de la Cruz Rodr\\\'iguez \\inst{1} \\and J. Leenaarts\\inst{1} \\and B. Lindberg\\inst{2} \\and P. S\\""utterlin\\inst{1} \\and Tomas Hillberg\\inst{1} \\and C. Pietraszewski\\inst{3} \\and A.G. de Wijn\\inst{4} \\and M. Foster\\inst{5} \\and J. Storey\\inst{5}']","[['Institute for Solar Physics, Dept. of Astronomy, Stockholm University, AlbaNova University Center, SE 106\\,91 Stockholm, Sweden \\and Lens Tech AB, Tallbackagatan 11, SE 931\\,64 Skellefte\\aa, Sweden \\and IC Optical Systems, 190-192 Ravenscroft Road, Beckenham, Kent, BR3 4TW, United Kingdom \\and High Altitude Observatory, National Center for Atmospheric Research, P.O. Box 3000, Boulder, CO 80307, USA \\and IS-Instruments Ltd., 220 Vale Road, Tonbridge, KENT TN9 1SP, United Kingdom']]"
Disks no more: the morphology of low-mass simulated galaxies in FIREbox,[],[]
CANUCS/Technicolor: JWST Medium Band Photometry Finds Half of the Star Formation at $z>7.5$ is Obscured,"['Nicholas S. Martis', 'Sunna Withers', 'Giordano Felicioni', 'Adam Muzzin', 'Maru\\v{s}a Brada{\\v c}', 'Roberto Abraham', 'Yoshihisa Asada', 'Guillaume Desprez', 'Kartheik G. Iyer', 'Gaël Noirot']","[['University of Ljubljana, Department of Mathematics and Physics, Jadranska ulica 19, SI-1000 Ljubljana, Slovenia'], ['Department of Physics and Astronomy, York University, 4700 Keele St. Toronto, Ontario, M3J 1P3, Canada'], ['University of Ljubljana, Department of Mathematics and Physics, Jadranska ulica 19, SI-1000 Ljubljana, Slovenia'], ['Department of Physics and Astronomy, York University, 4700 Keele St. Toronto, Ontario, M3J 1P3, Canada'], ['University of Ljubljana, Department of Mathematics and Physics, Jadranska ulica 19, SI-1000 Ljubljana, Slovenia', 'Department of Physics and Astronomy, University of California Davis, 1 Shields Avenue, Davis, CA 95616, USA'], ['David A. Dunlap Department of Astronomy and Astrophysics, University of Toronto, 50 St. George Street, Toronto, Ontario, M5S 3H4, Canada'], [""Department of Astronomy and Physics and Institute for Computational Astrophysics, Saint Mary's University, 923 Robie Street, Halifax, Nova Scotia B3H 3C3, Canada"", 'Department of Astronomy, Kyoto University, Sakyo-ku, Kyoto 606-8502, Japan'], [""Department of Astronomy and Physics and Institute for Computational Astrophysics, Saint Mary's University, 923 Robie Street, Halifax, Nova Scotia B3H 3C3, Canada""], ['Columbia Astrophysics Laboratory, Columbia University, 550 West 120th Street, New York, NY 10027, USA'], [""Department of Astronomy and Physics and Institute for Computational Astrophysics, Saint Mary's University, 923 Robie Street, Halifax, Nova Scotia B3H 3C3, Canada""]]"
Performance Study of the IceCube Upgrade Camera System,['The IceCube Collaboration \\\\{\\normalsize \\normalfont(a complete list of authors can be found at the end of the proceedings)}\\\\'],[[]]
An Educational Guide for 2D Stellar Structure Calculations of Rapidly Rotating Stars using the ESTER code,[],[]
Astronomical Optical Interferometry from the Lunar Surface,[],[]
Euclid Quick Data Release (Q1). Searching for giant gravitational arcs in galaxy clusters with mask region-based convolutional neural networks,[],[]
Dynamical Masses and Radiative Transfer Modeling of HD 698: a Be Binary in Evolutionary Transition,[],[]
CAPOS: The bulge Cluster APOgee Survey XI. Unraveling the chemical composition of the bulge globular cluster NGC 6304,[],[]
"Hipparcos, Gaia, and RVs reveal that the radio emitting F star HD 220242 has an M dwarf companion, a likely source of the radio emission",[],[]
CNN-Derived Elemental Abundances of LAMOST DR10 Giants: Implications for Galactic Substructures,"['Haoyang Liu\\textsuperscript{1}, Cuihua Du\\textsuperscript{1}\\thanks{Corresponding author: CHD (co-first author); ducuihua@ucas.ac.cn}, Mingji Deng\\textsuperscript{1}, Jian Zhang\\textsuperscript{1}\\\\ \\textsuperscript{1}College of Astronomy and Space Sciences, University of Chinese Academy of Sciences, Beijing 100049, P.R. China']",[[]]
The Timing and Polarization of PSR J0002+6216,"['Y. Wei\\href{https://orcid.org/0009-0008-4753-5666}', 'N. Wang\\href{https://orcid.org/0000-0002-9786-8548}', 'J. P. Yuan\\href{https://orcid.org/0000-0002-5381-6498}', 'J. M. Yao\\href{https://orcid.org/0000-0002-4997-045X}', 'M. Y. Ge', 'S. J. Dang\\href{https://orcid.org/0000-0002-2060-5539}', 'D. Zhao\\href{https://orcid.org/0009-0007-8062-1454}', 'F. F. Kou', 'P. Liu', 'J. T. Bai']","[[""School of Physical Science and Technology, Xinjiang University,Urumqi, Xinjiang, 830046, People's Republic of China"", ""Xinjiang Astronomical Observatory, Chinese Academy of Sciences, 150 Science 1-Street, Urumqi, Xinjiang 830011, People's Republic of China; \\textcolor{blue}{na.wang@xao.ac.cn, yaojumei@xao.ac.cn}"", ""Key Laboratory of~radio Astronomy, Chinese Academy of Sciences, Urumqi, Xinjiang, 830011, People's Republic of China"", ""Xinjiang Key Laboratory of~radio Astrophysics, 150 Science1-Street, Urumqi, Xinjiang, 830011, People's Republic of China""], [""Xinjiang Astronomical Observatory, Chinese Academy of Sciences, 150 Science 1-Street, Urumqi, Xinjiang 830011, People's Republic of China; \\textcolor{blue}{na.wang@xao.ac.cn, yaojumei@xao.ac.cn}"", ""Key Laboratory of~radio Astronomy, Chinese Academy of Sciences, Urumqi, Xinjiang, 830011, People's Republic of China"", ""Xinjiang Key Laboratory of~radio Astrophysics, 150 Science1-Street, Urumqi, Xinjiang, 830011, People's Republic of China""], [""Xinjiang Astronomical Observatory, Chinese Academy of Sciences, 150 Science 1-Street, Urumqi, Xinjiang 830011, People's Republic of China; \\textcolor{blue}{na.wang@xao.ac.cn, yaojumei@xao.ac.cn}"", ""Key Laboratory of~radio Astronomy, Chinese Academy of Sciences, Urumqi, Xinjiang, 830011, People's Republic of China"", ""Xinjiang Key Laboratory of~radio Astrophysics, 150 Science1-Street, Urumqi, Xinjiang, 830011, People's Republic of China""], [""Xinjiang Astronomical Observatory, Chinese Academy of Sciences, 150 Science 1-Street, Urumqi, Xinjiang 830011, People's Republic of China; \\textcolor{blue}{na.wang@xao.ac.cn, yaojumei@xao.ac.cn}"", ""Key Laboratory of~radio Astronomy, Chinese Academy of Sciences, Urumqi, Xinjiang, 830011, People's Republic of China"", ""Xinjiang Key Laboratory of~radio Astrophysics, 150 Science1-Street, Urumqi, Xinjiang, 830011, People's Republic of China""], [""Key Laboratory of Particle Astrophysics, Institute of High Energy Physics, Chinese Academy of Sciences, Beijing 100049, People's Republic of China""], [""School of Physics and Electronic Science, Guizhou Normal University, Guiyang 550001, People's Republic of China"", ""Guizhou Provincial Key Laboratory of Radio Astronomy and Data Processing, Guizhou Normal University, Guiyang 550001, People's Republic of China""], [""Xinjiang Astronomical Observatory, Chinese Academy of Sciences, 150 Science 1-Street, Urumqi, Xinjiang 830011, People's Republic of China; \\textcolor{blue}{na.wang@xao.ac.cn, yaojumei@xao.ac.cn}"", ""Key Laboratory of~radio Astronomy, Chinese Academy of Sciences, Urumqi, Xinjiang, 830011, People's Republic of China"", ""Xinjiang Key Laboratory of~radio Astrophysics, 150 Science1-Street, Urumqi, Xinjiang, 830011, People's Republic of China""], [""Xinjiang Astronomical Observatory, Chinese Academy of Sciences, 150 Science 1-Street, Urumqi, Xinjiang 830011, People's Republic of China; \\textcolor{blue}{na.wang@xao.ac.cn, yaojumei@xao.ac.cn}"", ""Key Laboratory of~radio Astronomy, Chinese Academy of Sciences, Urumqi, Xinjiang, 830011, People's Republic of China"", ""Xinjiang Key Laboratory of~radio Astrophysics, 150 Science1-Street, Urumqi, Xinjiang, 830011, People's Republic of China""], [""Department of Astronomy, Xiamen University, Xiamen, Fujian 361005, People's Republic of China""], [""Xinjiang Astronomical Observatory, Chinese Academy of Sciences, 150 Science 1-Street, Urumqi, Xinjiang 830011, People's Republic of China; \\textcolor{blue}{na.wang@xao.ac.cn, yaojumei@xao.ac.cn}"", ""Key Laboratory of~radio Astronomy, Chinese Academy of Sciences, Urumqi, Xinjiang, 830011, People's Republic of China"", ""Xinjiang Key Laboratory of~radio Astrophysics, 150 Science1-Street, Urumqi, Xinjiang, 830011, People's Republic of China""]]"
The DREAMS Project: Disentangling the Impact of Halo-to-Halo Variance and Baryonic Feedback on Milky Way Dark Matter Density Profiles,[],[]
Probing AGN Feedback in Dwarf Galaxies with Spatially Resolved NIR Coronal Lines from JWST,[],[]
Flares in the Changing Look AGN Mrk 590. II: Deep X-ray observations reveal a Comptonizing inner accretion flow,"['Lawther, D.,$^1$ Vestergaard, M.,$^{1,2}$ Raimundo, S.,$^{2,3}$, Fan, X.,$^{1}$, Koay, J.Y.$^{4,5}$ \\\\ $^1$ Steward Observatory, University of Arizona, 933 N. Cherry Avenue, 85721 Tucson, AZ, USA\\\\ $^2$ DARK, Niels Bohr Institute, University of Copenhagen, Denmark.\\\\ $^3$ University of Southampton, University Road, Southampton, United Kingdom.\\\\ $^4$ Niigata University, 8050 Ikarashi-nino-cho, Nishi-ku, Niigata 950-2181, Japan \\\\ $^5$ Institute of Astronomy and Astrophysics, Academia Sinica, Roosevelt Rd, Taipei 10617, Taiwan, R.O.C.']",[[]]
"Formation of hydroxy, cyano and ethynyl derivatives of C4H4 isomers in the interstellar medium",[],[]
SQ-A: A Collision Triggered Starburst in Intra-Group Medium of Stephan's Quintet,[],[]
Diversity of Exoplanets,"['Diana Valencia', 'Amaya Moro-Martin', 'Johanna Teske']","[[], [], []]"
ALMA reveals diverse dust-to-gas mass ratios and quenching modes in old quiescent galaxies,[],[]
Encapsulating Textual Contents into a MOC data Structure for Advanced Applications,[],[]
Timing and Spectral Evolution of the Magnetar 1E 1841-045 in Outburst,"['George~Younes', 'Samuel~K~Lander', 'Matthew~G.~Baring', 'Marlon L. Bause', 'Rachael~Stewart', 'Zaven Arzoumanian', 'Hoa~Dinh Thi', 'Teruaki Enoto', 'Keith Gendreau', 'Tolga G\\""uver', 'Alice~K.~Harding', 'Wynn C. G. Ho', 'Chin-Ping Hu', 'Alex~van~Kooten', 'Chryssa~Kouveliotou', 'Niccol\\`o Di Lalla']","[['Center for Space Sciences and Technology, University of Maryland, Baltimore County, Baltimore, MD 21250', 'Astrophysics Science Division, NASA Goddard Space Flight Center, Greenbelt, MD 20771, USA', 'Center for Research and Exploration in Space Science and Technology, NASA Goddard Space Flight Center, Greenbelt, MD 20771, USA'], ['School of Engineering, Mathematics and Physics, University of East Anglia, Norwich, NR4 7TJ, U.K.'], ['Department of Physics and Astronomy - MS 108, Rice University, 6100 Main Street, Houston, Texas 77251-1892, USA'], ['Max Planck Institut für Radioastronomie, Auf dem Hügel 69, 53121 Bonn, Germany'], ['Department of Physics, The George Washington University, Washington, DC 20052, USA, gyounes@gwu.edu'], ['Astrophysics Science Division, NASA Goddard Space Flight Center, Greenbelt, Maryland 20771, USA'], ['Department of Physics and Astronomy - MS 108, Rice University, 6100 Main Street, Houston, Texas 77251-1892, USA'], ['Department of Physics, Kyoto University, Kitashirakawa Oiwake, Sakyo, Kyoto 606-8502, Japan'], ['Astrophysics Science Division, NASA Goddard Space Flight Center, Greenbelt, Maryland 20771, USA'], ['Istanbul University, Science Faculty, Department of Astronomy and Space Sciences, Beyaz\\i t, 34119, Istanbul, Turkey', 'Istanbul University Observatory Research and Application Center, Istanbul University 34119, Istanbul Turkey'], ['Theoretical Division, Los Alamos National Laboratory, Los Alamos, NM 87545, USA'], ['Department of Physics and Astronomy, Haverford College, 370 Lancaster Avenue, Haverford, PA 19041, USA'], ['Department of Physics, National Changhua University of Education, Changhua 50007, Taiwan'], ['Department of Physics, The George Washington University, Washington, DC 20052, USA, gyounes@gwu.edu'], ['Department of Physics, The George Washington University, Washington, DC 20052, USA, gyounes@gwu.edu', 'Astronomy, Physics and Statistics Institute of Sciences (APSIS), The George Washington University, Washington, DC 20052, USA'], ['Department of Physics and Kavli Institute for Particle Astrophysics and Cosmology, Stanford University, Stanford, CA 94305, USA']]"
Uniturbulence and Alfvén Wave Solar Model in MPI-AMRVAC,[],[]
The CIELO Project: The Chemo-dynamical properties of gaLaxies and the cosmic web,"['Patricia B. Tissera\\inst{1,}\\inst{2}\\fnmsep\\thanks{E-mail: patricia.tissera@uc.cl} \\and Lucas Bignone\\inst{3} \\and Jenny Gonzalez-Jara \\inst{1,}\\inst{2} \\and Ignacio Mu\\~noz-Escobar \\inst{1,}\\inst{2} \\and Pedro Cataldi \\inst{3} \\and Valentina P. Miranda\\inst{1,}\\inst{2} \\and Daniela Barrientos-Acevedo\\inst{1,}\\inst{2} \\and Brian Tapia-Contreras\\inst{1,}\\inst{2} \\and Susana Pedrosa\\inst{3} \\and Nelson Padilla\\inst{4} \\and Rosa Dominguez-Tenreiro\\inst{5,} \\inst{6} \\and Catalina Casanueva-Villarreal\\inst{1,}\\inst{2} \\and Emanuel Sillero\\inst{1,}\\inst{2} \\and Benjamin Silva-Mella\\inst{1,}\\inst{2} \\and Isha Shailesh\\inst{1,}\\inst{2} \\and Francisco Jara-Ferreira\\inst{1,}\\inst{2}']","[[""Instituto de Astrof\\'isica, Pontificia Universidad Cat\\'olica de Chile. Av. Vicu\\~na Mackenna 4860, Santiago, Chile. \\and Centro de AstroIngenier\\'ia, Pontificia Universidad Católica de Chile. Av. Vicu\\~na Mackenna 4860, Santiago, Chile. \\and Instituto de Astronom\\'ia y F\\'isica del Espacio, CONICET-UBA, Casilla de Correos 67, Suc. 28, 1428, Buenos Aires, Argentina. \\and Instituto de Astronom\\'ia Te\\'orica y Experimental, Laprida 900, C\\'ordoba, Argentina. \\and Departamento de F\\'isica Te\\'orica, Universidad Autónoma de Madrid, E-28049 Cantoblanco, Madrid, Spain. \\and Centro de Investigaci\\'on Avanzada en F\\'isica Fundamental, Universidad Aut\\'onoma de Madrid, E-28049 Cantoblanco, Madrid, Spain""]]"
Revealing the Unseen: The Discovery of Long-Awaited Radiation from the Intermittent Pulsar PSR B1931+24,[],[]
Where Galaxies Go to Die: The Environments of Massive Quiescent Galaxies at $3<z<5$,[],[]
The Hubble Space Telescope Survey of M31 Satellite Galaxies IV. Survey Overview and Lifetime Star Formation Histories,"['Alessandro Savino', 'Daniel R. Weisz', 'Andrew E. Dolphin', 'Meredith J. Durbin', 'Nitya Kallivayalil', 'Andrew Wetzel', 'Jay Anderson', 'Gurtina Besla', 'Michael Boylan-Kolchin', 'Thomas M. Brown', 'James S. Bullock', 'Andrew A. Cole', 'Michelle L.M. Collins', 'M. C. Cooper', 'Alis J. Deason', 'Aaron L. Dotter']","[['Department of Astronomy, University of California, Berkeley, Berkeley, CA, 94720, USA'], ['Department of Astronomy, University of California, Berkeley, Berkeley, CA, 94720, USA'], ['Raytheon, 1151 E. Hermans Road, Tucson, AZ 85756, USA', 'Steward Observatory, University of Arizona, 933 N. Cherry Avenue, Tucson, AZ 85719, USA'], ['Department of Astronomy, University of California, Berkeley, Berkeley, CA, 94720, USA'], ['Department of Astronomy, University of Virginia, 530 McCormick Road, Charlottesville, VA 22904, USA'], ['Department of Physics and Astronomy, University of California, Davis, CA 95616, USA'], ['Space Telescope Science Institute, 3700 San Martin Drive, Baltimore, MD 21218, USA'], ['Department of Astronomy, University of Arizona, 933 North Cherry Avenue, Tucson, AZ 85721, USA'], ['Department of Astronomy, The University of Texas at Austin, 2515 Speedway, Stop C1400, Austin, TX 78712, USA'], ['Space Telescope Science Institute, 3700 San Martin Drive, Baltimore, MD 21218, USA'], ['Department of Physics and Astronomy, University of California, Irvine, CA 92697 USA'], ['School of Natural Sciences, University of Tasmania, Private Bag 37, Hobart, Tasmania 7001, Australia'], ['Physics Department, University of Surrey, Guildford GU2 7XH, UK'], ['Department of Physics and Astronomy, University of California, Irvine, CA 92697 USA'], ['Institute for Computational Cosmology, Department of Physics, Durham University, Durham DH1 3LE, UK'], ['Department of Physics and Astronomy, Dartmouth College, 6127 Wilder Laboratory, Hanover, NH 03755, USA']]"
Optical and cm follow-ups of the Changing-Look event in Mkn 590,[],[]
Geometric Considerations in Hot Jupiter Magnetic Drag Models,"['D. A. Christie,$^{1}$\\thanks{E-mail: christie@mpia.de} T. M. Evans-Soma,$^{2,1}$ N. J. Mayne,$^{3}$ and K. Kohary$^{3}$ \\\\ $^{1}$Max Planck Institute for Astronomy, K\\""onigstuhl 17, D-69117 Heidelberg, Germany\\\\ $^{2}$School of Information and Physical Sciences, University of Newcastle, Callaghan NSW, 2308, Australia\\\\ $^{3}$Department of Physics and Astronomy, Faculty of Environment, Science and Economy, University of Exeter, Exeter EX4 4QL, UK']",[[]]
AstroLLaVA: towards the unification of astronomical data and natural language,"[""\\begin{tabular}{l} Sharaf Zaman\\aff{UniverseTBD}$^{,*}$ \\quad Michael J. Smith\\aff{UniverseTBD}$^{,\\dagger}$ \\quad Pranav Khetarpal\\aff{UniverseTBD}$^,$\\aff{Indian Institute of Technology, Delhi} \\\\[4pt] Rishabh Chakrabarty\\aff{UniverseTBD}$^,$\\aff{ Intelligent Internet Inc.} \\quad Michele Ginolfi\\aff{UniverseTBD}$^,$\\aff{University of Florence} \\quad Marc Huertas-Company\\aff{Instituto de Astrof\\`isica de Canarias (IAC)}$^,$\\aff{Departamento Astrof\\`isica, Universidad de la Laguna}$^,$\\aff{Observatoire de Paris, LERMA, PSL University}$^,$\\aff{Universit\\'e Paris-Cit\\'e}\\\\[4pt] Maja Jab\\l{}o\\'nska\\aff{UniverseTBD}$^,$\\aff{ANU RSAA} \\quad Sandor Kruk\\aff{European Space Agency} \\quad Matthieu Le Lain\\aff{IRISA}$^,$\\aff{Université Bretagne Sud} \\\\[4pt] Sergio José Rodríguez Méndez\\aff{UniverseTBD}$^,$\\aff{ANU School of Computing} \\quad Dimitrios Tanoglidis\\aff{UniverseTBD}\\\\[8pt] \\normalfont $^*$\\texttt{shzam@sdf.org} \\quad $^\\dagger$\\texttt{mike@mjjsmith.com}\\\\[8pt] \\normalfont $^1$UniverseTBD \\quad $^2$Indian Institute of Technology Delhi \\quad $^3$Intelligent Internet Inc. \\\\[4pt] \\normalfont $^4$University of Florence \\quad $^5$Instituto de Astrof\\'isica de Canarias (IAC)\\\\[4pt] \\normalfont $^6$Departamento Astrof\\'isica, Universidad de la Laguna \\\\[4pt] \\normalfont $^7$Observatoire de Paris, LERMA, PSL University \\quad $^8$Universit\\'e Paris-Cit\\'e \\quad $^9$ANU RSAA \\\\[4pt] \\normalfont $^{10}$European Space Agency \\quad $^{11}$IRISA \\quad $^{12}$Université Bretagne Sud\\\\[4pt] \\normalfont $^{13}$ANU School of Computing \\vspace{-1em} \\end{tabular}""]",[[]]
